text,intent,language
khasni nakhod rdv par telephone,demande_consultation,arabizi
واش هاد الساشي كغلى من لاخور,demande_prix,arabe
خصني سبادرم للظهر,demande_medicament,arabe
chhal kigolo l hadak dwa li kayrkhkhy l3adalat,demande_prix,arabizi
tla3 l sbitar l kbir daba matstnach,demande_urgence,arabizi
بشحال كديرو التحليلة د الدم هنا,demande_prix,arabe
هاد الدوا واش كيتخاد بمعيلقة كبيرة ولا صغيرة,demande_posologie,arabe
bchhal katbi3o saboun tbi d l7ssasiya,demande_prix,arabizi
3tini lfanid dial lghoda,demande_medicament,arabizi
راه طاح وضرب راسو عيطو للاسعاف,demande_urgence,arabe
imta n9der njib lwalida tdwez,demande_consultation,arabizi
حلقي مجروح وكنكحب بزاف,description_symptome,arabe
خصنا ندخلوه للانعاش,demande_urgence,arabe
شعري كيطيح ليا بزاف هاد ليامات,description_symptome,arabe
wach kayn chi tbib dial l3dam hna,demande_consultation,arabizi
3tini chi fanid dial doud dial lkrch,demande_medicament,arabizi
kanhder flil w kantsara f n3asi,description_symptome,arabizi
3tini ticket d caisse fih smiti 3la 9bel cnss,remboursement_mutuelle,arabizi
wach momkin t9iyd smiyti lyoum,demande_consultation,arabizi
واش درتو ليا الطابع في الدوسي د لاسينسيس,remboursement_mutuelle,arabe
3tini chi pomada dial latras dial l7boub,demande_medicament,arabizi
kifach ndir had le masque l ch3ri b dwa,demande_posologie,arabizi
khasni rdv m3a psy,demande_consultation,arabizi
3n9i kay3tini sda3 w mabghach idour,description_symptome,arabizi
khasni siro dial l7asasiya ldrari,demande_medicament,arabizi
bghit pomada dial lkdam,demande_medicament,arabizi
عيني كيدمعو بوحدهوم,description_symptome,arabe
واش الدوايات د الصيدلية كيردو فيهم سبعين ولا ميا,remboursement_mutuelle,arabe
عافاك لصق ليا لي فينييت في الورقة د الطبيب,remboursement_mutuelle,arabe
kifach nqteq had lqwilbat d sskhana ila kano kbar 3la wldi,demande_posologie,arabizi
اللحم ديال سناني كيسيل بالدم,description_symptome,arabe
chhal kiklf lkchf 3nd tbib l3am,demande_prix,arabizi
bchhal had spray dial nif yalah khedto,demande_prix,arabizi
wach tbib nsiti maktebtich l code d l'acte f dossier,remboursement_mutuelle,arabizi
3tini chi sachet dial l7or9a,demande_medicament,arabizi
شحال وصل ثمن ديال لانسولين اليوم,demande_prix,arabe
bghit nchouf tbib d drari,demande_consultation,arabizi
rah sret chi haja khasna n3t9oh,demande_urgence,arabizi
khasni kina dial la tension,demande_medicament,arabizi
خصني نشوف طبيب د المسالك البولية,demande_consultation,arabe
ktfi tfek lia flmatch,description_symptome,arabizi
wach carte d mutuelle dyal rajli tkhdem lya hta ana,remboursement_mutuelle,arabizi
تحرقت في يدي بالما طايب,description_symptome,arabe
bghit n3ref wa9t l3amal dial tbib,demande_consultation,arabizi
3tini chhal nwejed d lflous l had l'ordonnance,demande_prix,arabizi
3afak dir lia l cachet w signature dialek hna t7t,remboursement_mutuelle,arabizi
khasni chi anti-inflammatoire,demande_medicament,arabizi
wach 3ndk chi lfanid d sda3 rkhis w f3al,demande_prix,arabizi
فين كاين سبيطار د الدولة لقريب,demande_urgence,arabe
شحال كتقام غسيل السنان والتبييض,demande_prix,arabe
كيفاش ندير هاد الماسك لشعري بالدوا,demande_posologie,arabe
خصني نشوف طبيب العيون النظاظر تهرسو ليا,demande_consultation,arabe
chhal ywqef 3liya traitement d la dente kaml,demande_prix,arabizi
wach 3ndkom vitamin c kidub fel ma,demande_medicament,arabizi
kifach nsta3mel had lpomada f wjhi,demande_posologie,arabizi
bghit ndwez l wldi sghir,demande_consultation,arabizi
bchhal t7seblya had lfasma w bétadine,demande_prix,arabizi
bchhal katdiro l'analyse d dem hna,demande_prix,arabizi
fia sekhfa w mzyer,description_symptome,arabizi
هاد المكمل الغدائي مابغاوش يردو ليا فلوسو,remboursement_mutuelle,arabe
واش عندكم سميكطا ديال السهال,demande_medicament,arabe
khasna sbitar b zerba,demande_urgence,arabizi
كنحس بقلبي كيضرب بالزربة,description_symptome,arabe
هاد الفانيد مفيهش كودابار كيفاش غندير مع كنوبس,remboursement_mutuelle,arabe
السكر طاح ليا وعرقت بزاف,description_symptome,arabe
wach had dwa kaytmdegh ola kaytsret blma,demande_posologie,arabizi
شحال غنخلص في لاكيس,demande_prix,arabe
had dwayat kamlin kidozo f cnops ola kayn chi whed la,remboursement_mutuelle,arabizi
شحال نخلص على هاد الكونسيلطاسيون عافاك,demande_prix,arabe
راه كلا السم ديوه يغسلو ليه المعدة,demande_urgence,arabe
ولدي جاتو الحصبة وعمرو حبوب,description_symptome,arabe
3iytou l sbitar sayed tzad 3lih lhal,demande_urgence,arabizi
wedni then9lat w sm3 3ndi n9es,description_symptome,arabizi
chhal d lma nzayd f had lqer3a d l'antibiotique,demande_posologie,arabizi
bchhal katbi3o had les bandelettes d l3bar d skar,demande_prix,arabizi
khasni nched blaseti m3a tbib,demande_consultation,arabizi
واش عندكم سيرو د السخانة بنكهة الفريز,demande_medicament,arabe
واش الطبيب العام كاين العشية,demande_consultation,arabe
chhal nkhelik l had les pansements w bétadine ghmra,demande_prix,arabizi
wach tzadet l prix f had dwa,demande_prix,arabizi
3ndi l7ri9 f lboula,description_symptome,arabizi
واش نقدر نشرب هاد السيرو مع الفانيد لاخور في دقة وحدة,demande_posologie,arabe
tla3 biha l qism l wlada hadchi 7ala musta3jala,demande_urgence,arabizi
wach kat9blo carte de soins dyal les forces armees,remboursement_mutuelle,arabizi
bchhal katbi3o l7lib d les bébés dyal 6 mois,demande_prix,arabizi
بغينا امبولانس مجهزة,demande_urgence,arabe
بشحال هاد الرشاشة ديال النيف يالله خديتها,demande_prix,arabe
tqt3at lya lvignette wach ghayqbloha cnops,remboursement_mutuelle,arabizi
واش هاد الفانيد كيتخاد على الريق في الصباح,demande_posologie,arabe
wach kat9blo lcarte dial amo tadamon,remboursement_mutuelle,arabizi
lboula diali mghlou9a bzaf f lon,description_symptome,arabizi
واش نقسم الحبة على جوج ولا ناخدها كاملة,demande_posologie,arabe
واش نشرب معاه الما بزاف ولا غا شوية,demande_posologie,arabe
khso ytnfes sena3i daba srbiw,demande_urgence,arabizi
sayed kaygheb w kafi9 zrbo jibo urgence,demande_urgence,arabizi
khasni chi sachet dial rwa7,demande_medicament,arabizi
bghit nhseb chhal rayrdo lya f had tahlilat d dem,remboursement_mutuelle,arabizi
khas ytdkhel chirurgien daba,demande_urgence,arabizi
wach les tests d l7mala kydozou f cnss wla la,remboursement_mutuelle,arabizi
chhal taystghr9 lwaqt bach cnops treje3 lflous,remboursement_mutuelle,arabizi
3tini chi pomada katskhn l3dalat,demande_medicament,arabizi
عطيني دوا ديال الكوليسترول لي كتب ليا الطبيب,demande_medicament,arabe
3tini ra9m d l'urgence d sbitar lkbir,demande_urgence,arabizi
واش القويلبات نخشيهم كاملين,demande_posologie,arabe
عيط لسامو عافاك,demande_urgence,arabe
شحال د القطرات لوجه من هاد الزيت,demande_posologie,arabe
rj3o lya dossier hit makaynch signature d tbib w date,remboursement_mutuelle,arabizi
wach kayn chi rdv had simana,demande_consultation,arabizi
هاد الدوا كيجيب ليا النعاس واش ننقص من الجرعة,demande_posologie,arabe
بغيت نشوف طبيب التجميل والجلد,demande_consultation,arabe
صيفطو لينا امبولانس لهاد لادريس,demande_urgence,arabe
بغيت ناخد موعد لراجلي عند طبيب القلب,demande_consultation,arabe
bchhal kitba3 laiguille dyal stylo d l'insuline,demande_prix,arabizi
زربو عليه لارجونس راه غادي يموت,demande_urgence,arabe
sayed t9te3 lih 3er9 w dem hreb,demande_urgence,arabizi
بشحال هاد الجيل المعقم صغير,demande_prix,arabe
كيفاش نصاوب هاد الدوا د السهال للرضيع,demande_posologie,arabe
شحال نزيدك على هاد التسبيق لي عطيتك,demande_prix,arabe
chhal d lpercentage kayrodo f dwa d l9elb,remboursement_mutuelle,arabizi
3t9ouh rah tah fl hufra w tderbed,demande_urgence,arabizi
rah n3as f bit fih l gaz 3t9ouh 9bl maymot,demande_urgence,arabizi
واعيباد الله عيطو للسبيطار,demande_urgence,arabe
wach l'ecran solaire n3awd ndirha kol sa3tin,demande_posologie,arabizi
bghit nchouf specialiste dial l9elb,demande_consultation,arabizi
bchhal kitba3 lboite kamla dial lkian,demande_prix,arabizi
خصني الرابوز ديال الضيقة الزرق,demande_medicament,arabe
نيفي مسدود ومكنقدرش نتنفس مزيان,description_symptome,arabe
chhal mn qatra dial l3in ndir f kounla jiha,demande_posologie,arabizi
bghit rdv m3a tbib d rwa7,demande_consultation,arabizi
bchhal kitl3 traitement d lkyst f chhar,demande_prix,arabizi
nsit makheditch lfanida lbare7 wach nakhod jouj lyoum,demande_posologie,arabizi
واش نشرب اسبيرين ونتبعها بسميكطا بالليل,demande_posologie,arabe
بغيت شامبوان ديال القشرة الطبي,demande_medicament,arabe
عافاك لصق ليا الثمن في بلاصتها الفوق,remboursement_mutuelle,arabe
هاد السيرو واش فيه الترجيع ولا لا,remboursement_mutuelle,arabe
fin kayn sbitar d dawla l9rib,demande_urgence,arabizi
واش نبدل الفاصمة كل نهار ولا نهار اه ونهار لا,demande_posologie,arabe
bghit nakhod mawi3id l simana dakhla,demande_consultation,arabizi
lsse9 lia les codes a barres bla matsderhom f lwer9a,remboursement_mutuelle,arabizi
يدين دياولي كيتنملو عليا,description_symptome,arabe
had dwa chrito b taman ghal mn l prix public wach irj3oh lya,remboursement_mutuelle,arabizi
لصق ليا لي كودابار بلا ماتسطرهم في الورقة,remboursement_mutuelle,arabe
siftou lina l weqaya l madaniya b zerba,demande_urgence,arabizi
wach 3ndk chi siro dial lk7ba ch7fa,demande_medicament,arabizi
شحال نعطيك في المبلغ كامل,demande_prix,arabe
imta kay7el lcabinet,demande_consultation,arabizi
بشحال كيطلع طريطمون د الكيست في الشهر,demande_prix,arabe
wach 3ndkom dwa dial lgoitre,demande_medicament,arabizi
شحال د الوقت نخلي هاد الشامبوان في راسي قبل منغسل,demande_posologie,arabe
عطيني الدوا لي كيخرج لي كاز من الكرش,demande_medicament,arabe
nsit madsrt l'ordonnance b l photocopie kifach ndir,remboursement_mutuelle,arabizi
khasni chi dwa dial l'allergie,demande_medicament,arabizi
chhal taman dyal sérum antivenimeux,demande_prix,arabizi
khasna blasa f reanimation lyoum,demande_urgence,arabizi
3t9ou drri sghir srret riala,demande_urgence,arabizi
واش نقدر نمضغ الفانيد يلا جاني كبير في السريط,demande_posologie,arabe
شحال من نقيطة ندير في ودني اليوم,demande_posologie,arabe
wach taman dyal had hlib d rradi3 mwehed f ga3 lfrmasyanat,demande_prix,arabizi
bghit nchouf chhal hsbto f dossier d mutuelle,remboursement_mutuelle,arabizi
بغيت شي سيرو د الكحبة يكون مزيان,demande_medicament,arabe
هاد لانتيبيوتيك مفيهش الطابع د لاميتيال,remboursement_mutuelle,arabe
jibo l is3af rah ddo drbo,demande_urgence,arabizi
واش كاين شي بلاصة خاوية اليوم ندوز فيها,demande_consultation,arabe
عطيني البراوات ديال فيتامين ب,demande_medicament,arabe
شحال كيكلف الكشف عند طبيب عام,demande_prix,arabe
wach 3ndkom chi gel dial snan ldrari,demande_medicament,arabizi
خصني نشوف طبيب الاطفال ضروري ولدي مريض,demande_consultation,arabe
خصني نشوف جراح ديال الزايدة في اقرب وقت,demande_consultation,arabe
wach kayn chi ferq f taman bin hlib lpharmacie w supermarche,demande_prix,arabizi
wach n9der nmdegh kina ila jani kbir f sret,demande_posologie,arabizi
khasni kina dial l7mala,demande_medicament,arabizi
بشحال نقدر نلقى هاد لانتيبيوتيك في السوق,demande_prix,arabe
بغيت فورموليير جديدة د امو راني غلطت فهادوك,remboursement_mutuelle,arabe
كيفاش نلصق هاد اللصقة د الحريق,demande_posologie,arabe
kifach nsawb had dwa d sshal l rradia3,demande_posologie,arabizi
lfk diali kaytrt9 fach kankol,description_symptome,arabizi
imta lwa9t lmzn bach nakhod had l'antibiotique,demande_posologie,arabizi
kannoud mn n3as mdegdeg bhal ila mant3tch,description_symptome,arabizi
عافاك قيدني عند طبيب المفاصل في السيمانة الجاية,demande_consultation,arabe
wach kayn tbib dial drari sghar,demande_consultation,arabizi
wach taman dialo mnasb,demande_prix,arabizi
خصنا نمشيو للسبيطار دابا دابا,demande_urgence,arabe
jldi kay7kni bzaf,description_symptome,arabizi
bchhal njib liya lpomada d l7ri9 mn 3ndkom,demande_prix,arabizi
3tini 9wilbat dial lbwasr,demande_medicament,arabizi
chhal katzidou f taman d la garde blil,demande_prix,arabizi
had lfanid mafihch code barre kifach ghandir m3a cnss,remboursement_mutuelle,arabizi
had siro dyal lhihsasiya wach n3tih l wldi f lmdrasa wla ghir f dar,demande_posologie,arabizi
شوف شي طاكسي يدينا للمستعجلات,demande_urgence,arabe
wach nfs taman f ga3 les pharmacies,demande_prix,arabizi
bchhal nchri l'appareil d la tension mzyana,demande_prix,arabizi
wach l9wilbat nkhchihom kamlin,demande_posologie,arabizi
imta kaykhroj tbib mn lclinique,demande_consultation,arabizi
واش هاد الفانيد د المعدة ناخده نهار كامل ولا غا في العشية,demande_posologie,arabe
3tini chi bakhakh kisrre7 nif,demande_medicament,arabizi
wach yqblo lya ordonnance mdewez 3liha ktar mn chharin,remboursement_mutuelle,arabizi
wach momkin ndwez gheda f sba7,demande_consultation,arabizi
3ndi l9abt hadi yomayn,description_symptome,arabizi
had lmekmel lghida2i mabghawch irodo lia flouso,remboursement_mutuelle,arabizi
واش الفانيد د السكر ناخده وسط الماكلة,demande_posologie,arabe
dfari kaythrso dghya,description_symptome,arabizi
khasni nakhod rdv f sba7,demande_consultation,arabizi
wach momkin ndwez bla rdv,demande_consultation,arabizi
imta njbdo l'insuline mn tllaja qbl mandrebha,demande_posologie,arabizi
كيفاش نخلط هاد الغبرة مع الما د لانتيبيوتيك,demande_posologie,arabe
jldt rasi kat7kni w fiha l9echra,description_symptome,arabizi
3tini wa7d spira dial ras,demande_medicament,arabizi
had lhala urgence makatsnach rdv,demande_urgence,arabizi
kayn chi tbib hna urgence,demande_urgence,arabizi
khasni nchri mokamil ghida2i dial omega 3,demande_medicament,arabizi
