text,intent,language
bghit sirop d lk7ba,demande_medicament,arabizi
Provider claim form?,remboursement_mutuelle,english
khssni nchouf charrah,demande_consultation,arabizi
تصريح التأمين؟,remboursement_mutuelle,arabe
ندوز على عينيا.,demande_consultation,arabe
scanner ch7al?,demande_prix,arabizi
Pression dans la poitrine.,description_symptome,francais
كنقلب على رشاشة ديال النيف.,demande_medicament,darija_ar
طفح جلدي.,description_symptome,arabe
Il me faut un rdv médical.,demande_consultation,francais
Surgeon availability.,demande_consultation,english
Vérifier prise en charge ?,remboursement_mutuelle,francais
skheft,description_symptome,arabizi
"Problème d'os, orthopédiste.",demande_consultation,francais
ta7 skhfan l is3af!,demande_urgence,arabizi
Sachets quotidiens ?,demande_posologie,francais
Do you have any painkillers for kids?,demande_medicament,en
Prix lait infantile ?,demande_prix,francais
Do you have anything for a sore throat?,demande_medicament,en
Inhaler puffs frequency?,demande_posologie,english
Avez-vous quelque chose contre la constipation ?,demande_medicament,fr
che9a f ras sbitar,demande_urgence,arabizi
X-ray fee?,demande_prix,english
Cas très critique !,demande_urgence,francais
Gorge en feu.,description_symptome,francais
Kinesitherapy cost?,demande_prix,english
mghas f lkerch,description_symptome,arabizi
azma tanafousiya ta7,demande_urgence,arabizi
jibou lwi9aya lmadaniya,demande_urgence,arabizi
بغيت تقطيرة ديال العينين.,demande_medicament,darija_ar
ch7al l3bar,demande_posologie,arabizi
